playerId,name,team,position,games_played,I_F_goals,I_F_shotsOnGoal,I_F_xGoals,icetime,goals_per_game,shots_per_game,shooting_pct
8481032,Paul Cotter,VGK,C,76,7.0,100.0,12.19,58036.0,0.09210526315789473,1.3157894736842106,0.07
8480196,Jacob Bryson,BUF,D,36,1.0,15.0,0.39,31702.0,0.027777777777777776,0.4166666666666667,0.06666666666666667
8477845,Trevor van Riemsdyk,WSH,D,70,0.0,75.0,2.58,78391.0,0.0,1.0714285714285714,0.0
8476960,Andreas Athanasiou,CHI,C,28,2.0,44.0,3.33,22004.0,0.07142857142857142,1.5714285714285714,0.045454545454545456
8476921,Jordan Martinook,CAR,L,82,14.0,148.0,17.54,72063.0,0.17073170731707318,1.8048780487804879,0.0945945945945946
8476468,J.T. Miller,VAN,C,81,37.0,194.0,28.31,94721.0,0.4567901234567901,2.3950617283950617,0.19072164948453607
8480073,Erik Brannstrom,OTT,D,76,3.0,77.0,4.42,75655.0,0.039473684210526314,1.013157894736842,0.03896103896103896
8479398,Samuel Girard,COL,D,59,3.0,73.0,3.85,68610.0,0.05084745762711865,1.2372881355932204,0.0410958904109589
8477986,Brandon Montour,FLA,D,66,8.0,168.0,9.97,92851.0,0.12121212121212122,2.5454545454545454,0.047619047619047616
8480084,Nick DeSimone,NJD,D,34,2.0,28.0,0.95,27501.0,0.058823529411764705,0.8235294117647058,0.07142857142857142
8476454,Ryan Nugent-Hopkins,EDM,C,80,18.0,183.0,24.4,94196.0,0.225,2.2875,0.09836065573770492
8477494,Jonathan Drouin,COL,L,79,19.0,127.0,18.15,86198.0,0.24050632911392406,1.6075949367088607,0.14960629921259844
8480849,Barrett Hayton,ARI,C,33,3.0,66.0,8.53,33687.0,0.09090909090909091,2.0,0.045454545454545456
8478454,Noah Juulsen,VAN,D,54,1.0,30.0,1.34,48258.0,0.018518518518518517,0.5555555555555556,0.03333333333333333
8478519,Anthony Cirelli,TBL,C,79,20.0,129.0,18.81,87779.0,0.25316455696202533,1.6329113924050633,0.15503875968992248
8473419,Brad Marchand,BOS,L,82,29.0,207.0,26.84,93981.0,0.35365853658536583,2.524390243902439,0.14009661835748793
8475462,Radko Gudas,ANA,D,66,6.0,88.0,3.08,77238.0,0.09090909090909091,1.3333333333333333,0.06818181818181818
8473453,Trevor Lewis,LAK,C,82,8.0,130.0,12.46,57248.0,0.0975609756097561,1.5853658536585367,0.06153846153846154
8477467,Gustav Olofsson,SEA,D,1,0.0,0.0,0.0,897.0,0.0,0.0,0.0
8483920,Pierrick Dube,WSH,R,3,0.0,3.0,0.44,1679.0,0.0,1.0,0.0
8480851,Akil Thomas,LAK,C,7,3.0,9.0,0.9,3666.0,0.42857142857142855,1.2857142857142858,0.3333333333333333
8480025,MacKenzie Entwistle,CHI,R,67,5.0,66.0,7.12,45776.0,0.07462686567164178,0.9850746268656716,0.07575757575757576
8477447,Shea Theodore,VGK,D,47,5.0,105.0,5.33,62289.0,0.10638297872340426,2.234042553191489,0.047619047619047616
8482102,Vasily Ponomarev,CAR,C,2,1.0,1.0,0.05,1161.0,0.5,0.5,1.0
8480355,Mark Kastelic,OTT,C,63,5.0,60.0,5.84,29198.0,0.07936507936507936,0.9523809523809523,0.08333333333333333
8475169,Evander Kane,EDM,L,77,24.0,220.0,31.44,77509.0,0.3116883116883117,2.857142857142857,0.10909090909090909
8476457,Adam Larsson,SEA,D,81,4.0,130.0,6.82,111513.0,0.04938271604938271,1.6049382716049383,0.03076923076923077
8478397,Rasmus Andersson,CGY,D,78,9.0,159.0,7.93,111507.0,0.11538461538461539,2.0384615384615383,0.05660377358490566
8482073,Braden Schneider,NYR,D,82,5.0,95.0,3.77,78220.0,0.06097560975609756,1.1585365853658536,0.05263157894736842
8482055,Drew O'Connor,PIT,L,79,16.0,160.0,23.36,74634.0,0.20253164556962025,2.0253164556962027,0.1
8477429,Andrew Copp,DET,C,79,13.0,109.0,14.71,77140.0,0.16455696202531644,1.379746835443038,0.11926605504587157
8473473,Milan Lucic,BOS,L,4,0.0,1.0,0.05,2873.0,0.0,0.25,0.0
8479249,Andrew Poturalski,SEA,C,2,0.0,0.0,0.0,825.0,0.0,0.0,0.0
8480821,Filip Zadina,SJS,R,72,13.0,137.0,14.72,57628.0,0.18055555555555555,1.9027777777777777,0.0948905109489051
8482144,Jack Thompson,SJS,D,3,0.0,4.0,0.09,2821.0,0.0,1.3333333333333333,0.0
8478401,Pavel Zacha,BOS,C,78,21.0,148.0,18.46,84739.0,0.2692307692307692,1.8974358974358974,0.14189189189189189
8478881,Brett Seney,CHI,L,4,0.0,1.0,0.06,2483.0,0.0,0.25,0.0
8476312,Josh Manson,COL,D,76,8.0,123.0,6.24,81090.0,0.10526315789473684,1.618421052631579,0.06504065040650407
8480252,Cole Guttman,CHI,C,27,4.0,50.0,3.87,20444.0,0.14814814814814814,1.8518518518518519,0.08
8479325,Charlie McAvoy,BOS,D,74,12.0,133.0,8.99,110316.0,0.16216216216216217,1.7972972972972974,0.09022556390977443
8481609,Vladislav Kolyachonok,ARI,D,5,1.0,5.0,0.16,3742.0,0.2,1.0,0.2
8479983,Mario Ferraro,SJS,D,78,3.0,124.0,5.44,107029.0,0.038461538461538464,1.5897435897435896,0.024193548387096774
8477508,Curtis Lazar,NJD,C,71,7.0,74.0,9.29,52780.0,0.09859154929577464,1.0422535211267605,0.0945945945945946
8479999,Casey Mittelstadt,COL,C,80,18.0,127.0,15.58,85102.0,0.225,1.5875,0.14173228346456693
8479315,Joey Anderson,CHI,R,55,5.0,57.0,6.27,44708.0,0.09090909090909091,1.0363636363636364,0.08771929824561403
8480246,Nick Perbix,TBL,D,77,2.0,57.0,2.72,78917.0,0.025974025974025976,0.7402597402597403,0.03508771929824561
8473986,Alex Killorn,ANA,L,63,18.0,145.0,20.2,70807.0,0.2857142857142857,2.3015873015873014,0.12413793103448276
8480007,Jonas Rondbjerg,VGK,R,20,1.0,25.0,3.26,13532.0,0.05,1.25,0.04
8480848,Ty Dellandrea,DAL,C,42,2.0,53.0,5.55,31932.0,0.047619047619047616,1.2619047619047619,0.03773584905660377
8482177,Marat Khusnutdinov,MIN,C,16,1.0,6.0,1.58,12586.0,0.0625,0.375,0.16666666666666666
